id,age_group,employment_sector,start_date,end_date,length,membership,retention_3m,retention_6m,retention_12m,current,reason_to_leave,churn_type,revenue_lifetime,num_membership_change,active_1x,active_rate_1x,active_2x,active_rate_2x,active_3x,active_rate_3x,active_4x,active_rate_4x,active_unlim,active_rate_unlim,active_group,active_rate_group,active_distance,active_rate_distance,former_1x,former_rate_1x,former_2x,former_rate_2x,former_3x,former_rate_3x,former_4x,former_rate_4x,former_unlim,former_rate_unlim,former_group,former_rate_group,former_distance,former_rate_distance,num_active_reups,num_former_reups,num_active_breaks,num_former_breaks,num_ticket_billing,num_ticket_scheduling,num_ticket_service,num_ticket_cx,total_sessions,attended,cancelled,lost,pending,new_month_1,current_month_1,leave_month_1,new_month_2,current_month_2,leave_month_2,new_month_3,current_month_3,leave_month_3,new_month_4,current_month_4,leave_month_4,new_month_5,current_month_5,leave_month_5,new_month_6,current_month_6,leave_month_6,new_month_7,current_month_7,leave_month_7,new_month_8,current_month_8,leave_month_8,new_month_9,current_month_9,leave_month_9,new_month_10,current_month_10,leave_month_10,new_month_11,current_month_11,leave_month_11,new_month_12,current_month_12,leave_month_12,new_month_13,current_month_13,leave_month_13,new_month_14,current_month_14,leave_month_14,new_month_15,current_month_15,leave_month_15,new_month_16,current_month_16,leave_month_16,new_month_17,current_month_17,leave_month_17,new_month_18,current_month_18,leave_month_18,new_month_19,current_month_19,leave_month_19,new_month_20,current_month_20,leave_month_20,new_month_21,current_month_21,leave_month_21,new_month_22,current_month_22,leave_month_22,new_month_23,current_month_23,leave_month_23,new_month_24,current_month_24,leave_month_24,new_month_25,current_month_25,leave_month_25,new_month_26,current_month_26,leave_month_26,new_month_27,current_month_27,leave_month_27,new_month_28,current_month_28,leave_month_28,new_month_29,current_month_29,leave_month_29,new_month_30,current_month_30,leave_month_30,new_month_31,current_month_31,leave_month_31,new_month_32,current_month_32,leave_month_32,new_month_33,current_month_33,leave_month_33,new_month_34,current_month_34,leave_month_34
126,3,10,2014-01-14,2018-09-11,647,2,1,1,1,0,2,3,7441.04,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,21,386.43,0,0,0,0,0,0,0,0,0,0,na,4,na,2,0,3,3,5,168,100,57,11,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,4,12,2020-09-03,2020-10-05,32,3,0,0,0,1,na,na,992.14,0,0,0,0,0,2,496.07,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,0,na,0,0,1,0,24,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
128,4,12,2020-07-23,2020-10-05,74,3,0,0,0,1,na,na,778.44,0,0,0,0,0,3,360.47,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,1,na,0,0,1,1,24,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
129,4,2,2019-11-24,2019-12-23,29,3,0,0,0,0,3,3,339,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,339,0,0,0,0,0,0,0,0,na,1,na,0,1,0,2,0,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4,6,2019-10-30,2020-10-05,341,3,1,1,0,1,na,na,6630.84,0,0,0,0,0,12,552.57,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,na,1,na,0,13,3,1,132,61,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
131,4,5,2019-07-21,2019-08-20,30,3,0,0,0,0,7,2,337.87,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,337.87,0,0,0,0,0,0,0,0,na,1,na,0,0,0,1,3,12,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,na,na,2019-04-12,2019-05-11,29,2,0,0,0,0,7,3,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,1,0,12,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,4,15,2018-09-11,2019-05-30,61,3,0,0,0,0,6,4,180.81,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,2,180.8,0,0,0,0,0,0,0,0,na,1,na,0,0,5,3,0,24,15,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2,6,2018-04-18,2018-05-17,29,2,0,0,0,0,6,4,867.75,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,426.01,0,0,0,0,0,0,0,0,na,1,na,0,0,6,3,2,12,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,4,6,2019-10-24,2019-11-20,27,3,0,0,0,0,2,3,170.07,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,170.07,0,0,0,0,0,0,0,0,na,1,na,0,0,0,2,1,12,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3,7,2018-12-29,2019-02-26,59,4,0,0,0,0,2,3,899.76,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,2,449.88,0,0,0,0,0,0,na,1,na,0,0,5,4,0,32,27,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2,14,2018-05-28,2018-09-14,109,3,1,0,0,0,8,3,1448.44,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,4,362.11,0,0,0,0,0,0,0,0,na,2,na,0,1,0,2,1,48,20,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3,2,2018-06-27,2018-07-26,29,3,0,0,0,0,4,1,426.01,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,426.01,0,0,0,0,0,0,0,0,na,1,na,0,0,0,2,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,4,6,2016-06-29,2020-03-29,1132,3,1,1,1,0,10,1,16025.13,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,238.43,12,379.27,17,429.33,0,0,0,0,3,206.33,0,0,na,13,na,5,0,76,27,5,324,203,32,78,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,na,na,2019-01-23,2019-08-13,202,3,1,1,0,0,7,3,4399.09,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,7,628.44,0,0,0,0,0,0,0,0,na,3,na,5,0,0,2,8,84,19,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3,5,2018-10-09,2019-09-22,348,3,1,1,0,0,3,3,6610.1,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,1,479.29,8,566.11,0,0,0,0,0,0,0,0,na,5,na,1,2,7,8,2,140,85,4,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4,11,2017-06-17,2020-10-05,1206,3,1,1,1,1,na,na,10954.75,0,0,0,0,0,16,295.51,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8,na,4,na,0,67,19,6,192,192,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
144,4,7,2020-01-03,2020-02-06,34,3,0,0,0,0,3,1,338.44,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,338.44,0,0,0,0,0,0,0,0,na,1,na,0,0,0,3,2,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2,11,2018-03-15,2018-04-14,30,3,0,0,0,0,6,4,169.5,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,169.5,0,0,0,0,0,0,0,0,na,1,na,0,0,1,1,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3,8,2017-08-16,2018-04-30,257,2,1,1,0,0,5,3,3626,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,8,380.81,0,0,0,0,0,0,0,0,0,0,na,4,na,2,1,5,7,5,64,56,8,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4,13,2013-09-13,2020-10-05,2579,2,1,1,1,1,na,na,27027.82,0,0,0,87,324.21,0,0,0,0,0,0,1,188.71,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,43,na,4,na,1,99,14,7,696,333,167,177,19,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
149,2,13,2018-11-08,2019-01-08,61,4,0,0,0,0,7,3,797,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,2,226,0,0,0,0,0,0,na,1,na,1,0,0,1,1,32,10,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,4,na,2020-07-28,2020-10-05,69,3,0,0,0,1,na,na,1308.54,0,0,0,0,0,3,436.18,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,1,na,0,0,1,0,36,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
152,1,14,2018-04-25,2018-08-01,98,2,1,0,0,0,8,3,1142.43,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,3,380.81,0,0,0,0,0,0,0,0,0,0,na,1,na,0,0,0,3,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3,4,2019-12-29,2020-01-28,30,3,0,0,0,0,6,1,338.44,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,338.44,0,0,0,0,0,0,0,0,na,1,na,0,1,3,2,1,12,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,12,2020-08-27,2020-10-05,39,3,0,0,0,1,na,na,965.02,0,0,0,0,0,2,482.51,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na,0,na,0,0,1,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
145,3,11,2018-01-27,2018-07-27,181,2,1,0,0,0,4,4,2309.65,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,5,407.93,0,0,0,0,0,0,0,0,0,0,na,2,na,2,0,10,4,3,40,40,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3,11,2019-07-09,2020-10-05,454,3,1,1,1,1,na,na,2638.84,0,0,0,0,0,6,439.81,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3,na,4,na,1,1,3,0,72,37,2,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
157,3,6,2018-09-05,2019-07-26,122,3,1,0,0,0,3,3,1703.03,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,4,426.01,0,0,0,0,0,0,0,0,na,2,na,1,0,0,2,2,48,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,4,3,2019-08-09,2020-01-20,164,1,1,0,0,0,5,1,833.94,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2,298.32,0,0,0,0,0,0,0,0,0,0,0,0,na,1,na,0,0,6,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3,5,2018-12-08,2019-07-29,233,6,1,1,0,0,5,3,2260,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,8,226,0,0,na,4,na,2,0,5,4,0,160,70,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,1,2018-05-30,2019-12-18,567,3,1,1,1,0,5,3,9965.7,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,19,456.64,0,0,0,0,0,0,2,258.77,na,9,na,3,0,1,3,7,228,105,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3,na,2019-05-19,2019-06-17,29,2,0,0,0,0,6,3,169.5,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,1,169.5,0,0,0,0,0,0,0,0,0,0,na,1,na,0,1,0,1,0,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,14,2016-03-08,2018-06-27,841,1,1,1,1,0,6,3,5014.61,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,18,277.23,0,0,0,0,0,0,0,0,0,0,na,9,na,10,0,12,3,3,144,69,23,52,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2,12,2019-05-06,2019-05-08,2,3,0,0,0,0,11,1,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,1,0,0,0,0,0,0,0,0,0,na,0,na,0,1,0,1,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3,3,2018-06-13,2019-04-18,309,2,1,1,0,0,4,3,4263.69,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,9,404.67,1,214.7,0,0,0,0,0,0,0,0,na,4,na,0,0,7,2,2,84,64,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3,1,2019-07-15,2020-03-29,258,6,1,1,0,0,10,1,2188.77,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,9,193.11,0,0,na,4,na,0,2,66,12,3,180,26,0,139,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,5,16,2019-08-20,2019-09-19,30,2,0,0,0,0,7,2,281.94,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,1,281.94,0,0,0,0,0,0,0,0,0,0,na,1,na,0,0,1,1,0,8,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3,11,2016-05-27,2020-10-05,1592,6,1,1,1,1,na,na,11385.76,2,0,0,16,380.81,0,0,0,0,0,0,16,226,4,145.77,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16,na,8,na,0,17,20,11,128,128,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
